codigo,produto,saldo,unidade,preco_atacado,preco_varejo,fornecedor,categoria,imagem,catalogo
53,AR3000 - ETANIZ GAS PARA MACARICO,"13,000",UN,16.99,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
279,AUTO BROCANTE ARRUELA MOVEL B,"0,000",CX,0.0,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
554,BROCA PARA CONCRETO 6MM X 100M,"0,000",UN,0.0,0.0,COLLINS,FERRAMENTAS,,SIM
580,BUCHAS PLASTICAS 8MM,"10,000",UN,29.23,0.0,APLASTEC,FERRAMENTAS,,SIM
449,CHAVE DE FENDA DE METAL COM CA,"180,000",UN,6.84,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
240,CHUVEIRO BELA DUCHA LOROZETTI 6,"0,000",UN,72.11,0.0,,ELETRICA,,SIM
578,CHUVEIRO ZAGONEL BALLERINA 3T,"8,000",UN,59.99,0.0,,ELETRICA,,SIM
451,CINTA DE NAILON,"48,000",UN,13.92,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
455,CONECTOR 10MM 3 POLO 10A 250V 08,"100,000",UN,2.38,0.0,APLASTEC,ELETRICA,,SIM
456,CONECTOR 16MM 2 POLO 50A 600V,"100,000",UN,2.65,0.0,APLASTEC,ELETRICA,,SIM
457,CONECTOR 16MM 3 POLO 50A 600V,"170,000",UN,4.48,0.0,APLASTEC,ELETRICA,,SIM
586,CONJUNTO COM 12 PCS BUCHA 8,"100,000",UN,1.85,0.0,,SEM GRUPO,,SIM
587,CONJUNTO COM 12 PCS BUCHA 8,"100,000",UN,1.85,0.0,,SEM GRUPO,,SIM
588,CONJUNTO COM 8 PCS BUCHA 10,"100,000",UN,1.85,0.0,,SEM GRUPO,,SIM
287,DISCO DE CORTE 24 DENTES FURO 25 P,"5,000",UN,36.15,0.0,DIAMETALIC FERRA,FERRAMENTAS,,SIM
515,DISCO DE CORTE DIAMANTADO PORCE,"10,000",UN,18.59,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
421,DISCO DE CORTE DIAMANTADO PORCE,"10,000",UN,0.0,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
315,"DISCO DE SERRA CIRCULAR, P/ MADEIR","-119,000",UN,5.55,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
571,DISCO DIAMANTADO 110X20X1.2X10,"100,000",UN,20.0,0.0,STONE DIAMOND TO,FERRAMENTAS,,SIM
76,ESTILETE PROFISSIONAL 18MM ELITE,"40,000",UN,7.07,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
220,EXTENSAO 2P+T 02MT PRETA SAQUIN,"12,000",UN,13.71,0.0,APLASTEC,ELETRICA,,SIM
222,EXTENSAO 2P+T 05MT PRETA-SAQUINH,"12,000",UN,23.33,0.0,APLASTEC,ELETRICA,,SIM
219,"EXTENSAO 2P+T 1,5 MT PRETO SAQUIN","12,000",UN,12.1,0.0,APLASTEC,ELETRICA,,SIM
221,EXTENSAO 2P+T03M PRETA-SAQUINH,"12,000",UN,15.99,0.0,APLASTEC,ELETRICA,,SIM
458,EXTENSAO ELETRICA 2M,"21,000",UN,15.43,0.0,APLASTEC,ELETRICA,,SIM
459,EXTENSAO ELETRICA 3M,"24,000",UN,19.03,0.0,APLASTEC,ELETRICA,,SIM
460,EXTENSAO ELETRICA DE 5M,"22,000",UN,26.21,0.0,APLASTEC,ELETRICA,,SIM
385,EXTENSAO QUADRUPLA 5M,"19,000",UN,26.36,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
383,"EXTENSAO QUADRUPULA 1,5M","39,000",UN,15.6,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
384,EXTENSAO QUADRUPULA 3M,"57,000",UN,17.85,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
395,"FERRAMENTA FITA MANUAL, DE USO D","0,000",CX,0.0,0.0,,SEM GRUPO,,SIM
464,FILTRO DE LINHA COM FUSIVEL 3 TOMA,"4,000",UN,24.19,0.0,APLASTEC,ELETRICA,,SIM
462,FILTRO DE LINHA COM FUSIVEL 4 TOMA,"6,000",UN,25.33,0.0,APLASTEC,ELETRICA,,SIM
463,FILTRO DE LINHA COM FUSIVEL 5 TOMA,"10,000",UN,26.23,0.0,APLASTEC,ELETRICA,,SIM
461,FILTRO DE LINHA COM FUSíVEL COM 6,"10,000",UN,27.09,0.0,APLASTEC,ELETRICA,,SIM
317,"FITA ADESIVA, ANTIDERRAPANTE, DE F","-6,000",UN,15.92,0.0,SETE MARES COMER,UTILIDADES,,SIM
505,FITA METRICA 7X24MM,"50,000",UN,14.98,0.0,SETE MARES COMER,UTILIDADES,,SIM
79,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
80,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
89,FOLHA DE LIXA D AGUA 230X280MM G,"0,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
81,FOLHA DE LIXA D AGUA 230X280MM G,"48,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
82,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
90,FOLHA DE LIXA D AGUA 230X280MM G,"40,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
83,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
84,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
85,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
86,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.68,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
87,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
88,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.51,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
78,FOLHA DE LIXA D AGUA 230X280MM G,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,SIM
96,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.93,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
97,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
98,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
99,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
100,FOLHA DE LIXA PARA FERRO 230X280,"-5,000",UN,1.6,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
91,FOLHA DE LIXA PARA FERRO 230X280,"40,000",UN,2.38,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
92,FOLHA DE LIXA PARA FERRO 230X280,"50,000",UN,2.27,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
93,FOLHA DE LIXA PARA FERRO 230X280,"0,000",UN,2.27,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
94,FOLHA DE LIXA PARA FERRO 230X280,"0,000",UN,2.03,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
95,FOLHA DE LIXA PARA FERRO 230X280,"12,000",UN,2.25,0.0,KL VITORIA - COM. D,HIDRAULICA,,NAO
122,FORRO CABECA PHILIPS FLANGEADA P,"0,000",CT,67.95,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
374,LANCAS PROTETORAS PARA MURO MT,"1,000",UN,8.9,0.0,AKL COM ELETRICA,FERRAMENTAS,,SIM
213,LORENZETTI RESISTENCIA ULTRA BEL,"-168,000",PC,39.95,0.0,KONECTA,ELETRICA,,SIM
418,MARTELO CABO DE MADEIRA 27MM,"16,000",UN,18.84,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
212,MAX BRAND LAMINA DE BARBEAR,"227,000",UN,6.74,0.0,,UTILIDADES,,SIM
114,PARAF FORRO CABECA PHILIPS FLAN,"0,000",CT,67.95,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
174,PARAF (ANFIX) GESSO CABECA TROMBE,"100,000",UN,0.0,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
127,PARAF (ANFIX) GESSO CABECA TROMBE,"-5,000",CX,33.44,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
415,PARAF AUTO BROCANTE ARRUELA 12,"0,000",CT,78.46,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
417,PARAF AUTO BROCANTE ARRUELA MO,"15,000",CT,72.82,0.0,,FERRAMENTAS,,SIM
416,PARAF AUTO BROCANTE COSTURA AR,"4,000",CT,110.72,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
422,PARAF AUTO BROCANTE PLACA CIME,"10,000",CT,23.36,0.0,KL VITORIA-COM.D,FERRAMENTAS,,SIM
440,PARAF AUTO PERFURANTE BICROMAT,"15,000",CT,104.5,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
241,PARAF DRAYWALL FORRO CABECA PH,"48,000",CT,75.65,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
494,PARAF DRYWALL FORRO CABECA PHI,"56,000",CT,34.86,0.0,,FERRAMENTAS,,SIM
492,PARAF DRYWALL FORRO CABECA PHI,"42,000",CT,76.72,0.0,,FERRAMENTAS,,SIM
480,PLUGUE DESMONTAVEL PINO MACHO 2,"100,000",UN,3.1,0.0,APLASTEC,ELETRICA,,SIM
481,PLUGUE DESMONTAVEL PINO MACHO 2,"100,000",UN,2.61,0.0,APLASTEC,ELETRICA,,SIM
478,PLUGUE DESMONTAVEL PINO MACHO 2,"100,000",UN,4.99,0.0,ALVARENGA COME,ELETRICA,,SIM
477,PLUGUE DESMONTAVELPINO MACHO 2,"100,000",UN,6.28,0.0,APLASTEC,ELETRICA,,SIM
77,"PONTA BIT PHILIPS PH2 50MM, MARCA E","0,000",UN,1.82,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
419,PONTA BIT PHILLIPS 25MM,"-60,000",UN,1.72,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
178,"REF 10525 CHAVE UNIVERSAL, MANUAL","113,000",UN,14.81,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
447,REF 5055 CHAVE DE BIELA DE ABERTUR,"64,000",UN,13.94,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
172,RESISTENCIA DUCHA C 5400 W 220 V (,"918,000",UN,4.16,0.0,LUSTER IND DE MAT,ELETRICA,,SIM
69,RESISTENCIA HS MAXI DUCHA 5500 W (,"101,000",UN,14.99,0.0,TECNO CORTE,ELETRICA,,SIM
204,RESISTENCIA L&AMP;C BELLO/MAXI U,"-73,000",UN,29.28,0.0,AKL COM ELETRICA,ELETRICA,,SIM
319,SERRA COPO DE METAL C/ 6 PCS,"-6,000",UN,8.9,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
572,SERRA DE TUNGSTENIO 110X20MM,"100,000",UN,16.0,0.0,STONE DIAMOND TO,FERRAMENTAS,,SIM
360,"SILICONE ACETICO INCOLOR, 26OG","12,000",UN,15.76,0.0,KL VITORIA - COM. D,UTILIDADES,,SIM
469,SOQUETE BAKELITE COM RABICHO,"28,000",UN,1.89,0.0,APLASTEC,ELETRICA,,SIM
260,SOQUETE PORCELANA A GRANEL,"64,000",UN,3.82,0.0,,ELETRICA,,SIM
34,SQ FITA ADESIVA DUPLA FACE,"3,000",UN,7.99,0.0,SQ COMERCIO E DIS,UTILIDADES,,SIM
33,"SQ FITA ADESIVA DUPLA FACE 2MX1,8","1,000",UN,5.56,0.0,SQ COMERCIO E DIS,UTILIDADES,,SIM
405,SUPORTE PARA TV ULTRA NA CAIXA,"-10,000",UN,9.9,0.0,APLASTEC,UTILIDADES,,SIM
479,TOMADA DESMONTAVEL PINO FEMEA 2,"0,000",UN,2.75,0.0,APLASTEC,ELETRICA,,SIM
476,TOMADA DESMONTAVEL PINO FEMEA 2,"100,000",UN,4.99,0.0,APLASTEC,ELETRICA,,SIM
475,TOMADA DESMOTAVEL PINO FEMEA 2,"93,000",UN,4.26,0.0,APLASTEC,ELETRICA,,SIM
400,TRENA 3 M X19MM,"63,000",UN,7.78,0.0,SETE MARES COMER,FERRAMENTAS,,SIM
362,"TRENA 5M X 25MM, ACO INOXIDAVEL,","4,000",UN,107.4,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
361,"TRENA 5M X 25MM,ACO INOXIDAVEL, M","4,000",UN,108.82,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
363,"TRENA 5MX25MM, ACO INOXIDAVEL, M","4,000",UN,124.36,0.0,KL VITORIA - COM. D,FERRAMENTAS,,SIM
225,V-12 (BRANCO) ADAPTADOR ARTICULAD,"26,000",UN,8.1,0.0,,ELETRICA,,SIM
